Course_Code,Course_Title,Hours,Prerequisites,Coreq,Semester,Other_Pre-req,Other_Co-req
DSC 496,Data Science Capstone,"Hours:, 3 classroom + 0 lab/studio",['DSC 421'],"['BIO 292', 'DSC 292']",Spring only,DSC 421,"BIO 292,DSC 292"
DSC 499,Advanced Independent Study: Data Science  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],Variable-chck w/dept,Consent of department.,
DAN 200,Dance and Music of the African Diaspora,"Hours:, 2 classroom + 1 lab/studio hours",[],[],Fall,,
DAN 230,Pilates Mat II,"Hours:, 1 classroom + 2 lab/studio",['DAN 130'],['DAN 130'],"Variable, check with department",,
MAT 108,College Algebra  (3 Credits),"Hours:, 2 classroom + 3 lab/studio",[],[],Fall and Spring,C- or better in MAHD 099  or placement.,
ECO 100,Principles of Macroeconomics,"Hours:, 3 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
ECO 101,Principles of Microeconomics,"Hours:, 3 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
ECO 203,Economics & Business Analytical Skills,"Hours:, 3 classroom + 0 lab/studio","['ECO 100', 'ECO 101']",[],Fall,ECO 100   and ECO 101,
ECO 205,Economics for Teachers,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
ECO 300,Intermediate Macroeconomics,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
ECO 301,Intermediate Microeconomics,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,,
ECO 302,Money and Banking,"Hours:, 3 classroom + 0 lab/studio","['ECO 100', 'ECO 101', 'STA 205', 'STA 205R']",[],"Variable, check with department",ECO 100  and ECO 101  or STA 205  or STA 205R .,
ECO 307,Moneyball: The Economics of Sports,"Hours:, 3 classroom + 0 lab/studio",['ECO 101'],[],Fall and summer,C or better in ECO 101 .,
ECO 309,Data Tools for Economic Analysis  3 credit hours,"Hours:, 3 classroom + 0 lab/studio","['ECO 100', 'ECO 101', 'STA 205', 'STA 205R']",[],"Variable, check with department","ECO 100  ,ECO 101  , and STA 205  or STA 205R",
ECO 310,Introduction to Econometrics,"Hours:, 3 classroom + 0 lab/studio","['ECO 100', 'ECO 101', 'STA 205', 'STA 205R']",[],Fall only,"ECO 100 , ECO 101 , and STA 205  or STA 205R .",
ECO 311,Econometrics II,"Hours:, 3 classroom + 0 lab/studio",['ECO 310'],[],Spring only,ECO 310 .,
ECO 330,Urban and Regional Economics,"Hours:, 3 classroom + 0 lab/studio","['ECO 100', 'ECO 101']",[],"Variable, check with department",ECO 100  and ECO 101 .,
ECO 340,International Economics,"Hours:, 3 classroom + 0 lab/studio","['ECO 100', 'ECO 101']",[],"Variable, check with department",ECO 100  and ECO 101 .,
ECO 342,Economic Development,"Hours:, 3 classroom + 0 lab/studio","['ECO 100', 'ECO 101']",[],"Variable, check with department",ECO 100  and ECO 101 .,
ECO 350,Labor Economics,"Hours:, 3 classroom + 0 lab/studio","['ECO 100', 'ECO 101']",[],"Variable, check with department",ECO 100  and ECO 101 .,
ECO 360,Health Economics,"Hours:, 3 classroom + 0 lab/studio","['ECO 101', 'STA 205', 'STA 205R']",[],"Variable, check with department",ECO 101  and STA 205  or STA 205R .,
ECO 392,Research Experience in Economics  (0-3 credits),"Hours:, 0 classroom + 0 lab/studio",[],[],"Variable, check with department",Consent of instructor.,
ECO 394,Topics in Economics  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio","['ECO 100', 'ECO 101']",[],"Variable, check with department",ECO 100  and ECO 101 ; additional prerequisites may be added based on topic.,
ECO 396,Internship: Economics  (1-3 credits),"Hours:, 3 classroom + 0 lab/studio","['ECO 300', 'ECO 301', 'ECO 310']",[],"Fall, spring, and summer","ECO 300 , ECO 301 , ECO 310  and consent of instructor.",
ECO 485,Seminar in Economics,"Hours:, 3 classroom + 0 lab/studio","['ECO 310', 'ECO 300', 'ECO 301']",[],Fall and spring,ECO 310 ECO 300  and ECO 301 .),
ECO 499,Independent Study: Economics  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio","['ECO 100', 'ECO 101']",[],"Variable, check with department",ECO 100  and ECO 101 .,
ECO 580,Econ/Financial Literacy for Educators,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
ECO 594,Teaching Econ/Fin Literacy Topics  (1-3 credits),"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department.",Consent of instructor.,
EDU 104,Orientation: Education Profession/Program,"Hours:, 1 classroom + 0 lab/studio",[],[],Fall and spring,,
EDU 107,Foundational Math for Elem & Mid Grades,"Hours:, (1 classroom + 0 lab/studio)",[],[],Fall and spring,,
EDU 170,Introduction to LGBTQ Studies,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
EDU 205,Positive Habits for Lifelong Learning,"Hours:, 1 classroom + 0 lab/studio",[],[],Fall and Spring,,
EDU 245,Teacher Educ Mentoring and Leadership,"Hours:, 1-6 variable classroom + 0 lab/studio",[],[],Fall and Spring,,
EDU 250,LAMP Latino Mentee Experience I,"Hours:, 1 classroom + 0 lab/studio",[],[],Fall and Spring,,
EDU 251,LAMP Mentee Experience II,"Hours:, 1 classroom + 0 lab/studio",['EDU 250'],[],Fall and Spring,,
EDU 252,LAMP Mentor Experience I,"Hours:, 1 classroom + 0 lab/studio","['EDU 250', 'EDU 251']",[],Fall and Spring,or or permission of instructor.,
EDU 253,LAMP Mentor Experience II,,['EDU 252'],[],Fall and Spring,and permission of instructor.,
EDU 254,LAMP Capstone Seminar,"Hours:, 1 classroom + 0 lab/studio",[],[],Fall and Spring,Permission of instructor.,
EDU 294,Special Topics in Education  (1-3 credits),"Hours:, 3 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
EDU 300,Human Growth and Development,"Hours:, 3 classroom + 0 lab/studio",['PSY 100'],[],Fall and spring,,
EDU 301,Interpersonal Interaction and Guidance,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,Junior standing.,
EDU 302,Teaching of Reading,"Hours:, 3 classroom + 0 lab/studio",[],"['EDS 322', 'EDU 388', 'EDU 314', 'EDU 310']",Fall and spring,Admission to the teacher education program.,"EDS 322 , and EDU 388 , EDU 314 , EDU 310 ."
EDU 303,Admission Field Experience IECE,"Hours:, 0 classroom + 4 lab/studio",[],['EDU 313'],Fall and spring,,
EDU 304,Reading and Writing Across the Curriculum: Middle Grades,"Hours:, 3 classroom + 0 lab/studio",[],"['EDU 344', 'EDU 391']",Fall and spring,,EDU 344  and EDU 391
EDU 305,Introduction to Education,"Hours:, 2 classroom + 0 lab/studio",['EDU 104'],[],Fall and spring,,
EDU 306,Teaching Elementary School Mathematics,"Hours:, 3 classroom + 0 lab/studio","['MAT 140', 'MAT 141']","['EDU 308', 'EDU 312', 'EDU 315', 'EDU 389']",Fall and spring,,
EDU 307,Admission Field Experience Elementary,"Hours:, 0 classroom + 4 lab/studio",[],['EDU 313'],Fall and spring,,
EDU 308,Teaching Elementary School Science,"Hours:, 3 classroom + 0 lab/studio",['SCI 110'],"['EDU 306', 'EDU 315', 'EDU 312', 'EDU 389']",Fall and spring,,
EDU 309,Admission Field Experience Middle Grades,"Hours:, 0 classroom + 4 lab/studio",[],[],Fall and spring,,
EDU 310,Teaching Language Arts in Early Grades,"Hours:, 3 classroom + 0 lab/studio","['ENG 102', 'ENG 104']","['EDU 302', 'EDU 314', 'EDS 322']",Fall and spring,ENG 102  or ENG 104 ; successful completion of the admissions practicum; admission to the teacher education program.,"EDU 302 , EDU 314  and EDS 322 ."
EDU 311,Admission Field Experience Secondary,"Hours:, 0 classroom + 4 lab/studio",[],[],Fall and spring,,
EDU 312,Teaching Social Studies in Early Grades,"Hours:, 3 classroom + 0 lab/studio",[],"['EDU 306', 'EDU 308', 'EDU 315', 'EDU 389']",Fall and spring,6 semester hours of history/geography; successful completion of Professional Semester I; admission to the teacher education program.,"EDU 306 , EDU 308 , EDU 315 , and EDU 389 ."
EDU 313,Instructional Technology,"Hours:, 3 classroom + 0 lab/studio",['EDU 104'],"['EDU 303', 'EDU 307', 'EDU 309', 'EDU 311']",Fall and spring,EDU 104  .,"EDU 303 , EDU 307 , EDU 309 , or EDU 311 ."
EDU 314,Classroom Management,"Hours:, 3 classroom + 0 lab/studio",[],"['EDU 388', 'EDU 302', 'EDS 322']",Fall and spring,,
EDU 315,Educational Assessment: Elementary Schools,"Hours:, 2 classroom + 0 lab/studio",[],[],Fall and spring,,
EDU 316,Education in a Multicultural Society,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
EDU 318,Classroom Climate Management: Middle School,"Hours:, 2 classroom + 0 lab/studio",[],"['EDU 343', 'EDU 394']",Fall and spring,Admission to the teacher education program.,EDU 343   and EDU 394 .
EDU 319,Classroom Climate Management Secondary,"Hours:, 2 classroom + 0 lab/studio",[],"['EDU 393', 'EDU 324', 'EDS 324']",Fall and spring,Admission to Teacher Education program.,"EDU 393 , EDU 324 , EDS 324 ."
EDU 320,"Family Engagement in the Home, School and Community","Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,,
EDU 321,Non Certification Admissions Field Experience  (2 Credits),"Hours:, 2 classroom + 0 lab/studio",['EDU 313'],[],Fall and Spring,EDU 313  and 45 semester hours.,2.75 minimum overall GPA and FBI background check.
EDU 324,Fundamentals of Secondary Education,"Hours:, 1 classroom + 0 lab/studio",[],"['EDU 393', 'EDU 319', 'EDS 324']",Fall and spring,Admission to the teacher education program.,"EDU 393 , EDU 319 , EDS 324 ."
EDU 325,Educational Assessment Secondary,"Hours:, 2 classroom + 0 lab/studio",[],['EDU 396'],Fall and spring,,
EDU 330,Teaching Science in Secondary School,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
EDU 331,Teaching Social Studies in Secondary School,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
EDU 333,Teaching Math in Secondary School,"Hours:, 3 classroom + 0 lab/studio","['MAT 129', 'MAT 229', 'MAT 234', 'MAT 128', 'MAT 227', 'MAT 228']",[],Fall and spring,"MAT 129 , MAT 229 , MAT 234  or MAT 128 , MAT 227 , MAT 228  and MAT 234 .",
EDU 334,Portfolio Development,"Hours:, 1 classroom + 0 lab/studio",[],[],Fall and spring,,
EDU 343,Educational Assessment Middle Schools,"Hours:, 2 classroom + 0 lab/studio",[],"['EDU 318', 'EDU 394']",Fall and spring,Admission to Teacher Education program.,EDU 318  and EDU 394
EDU 344,Fundamentals of Middle Grades Education,"Hours:, 2 classroom + 0 lab/studio",[],"['EDU 304', 'EDU 391']",Fall and spring,Admission to the teacher education program.,EDU 304  and EDU 391 .
EDU 345,Teaching Language Arts in Middle Grades,"Hours:, 3 classroom + 0 lab/studio",[],"['EDU 391', 'EDU 394']",Variable,,"EDU 391,EDU 394"
EDU 346,Teaching Science in Middle Grades,"Hours:, 3 classroom + 0 lab/studio",[],"['EDU 391', 'EDU 394']",Variable,,EDU 391  or EDU 394
EDU 347,Teaching Math in Middle Grades,"Hours:, 3 classroom + 0 lab/studio",[],"['EDU 391', 'EDU 394']",Variable,,"EDU 391,EDU 394"
EDU 348,Teaching Social Studies in Middle Grades,"Hours:, 3 classroom + 0 lab/studio",[],"['EDU 391', 'EDU 394']",Variable,,"EDU 391,EDU 394"
EDU 350,Instructional Design,"Hours:, 3 Classroom + 0 Lab Studio",[],[],Fall and spring,Sophomore standing,
EDU 354,Read/Write Across Curriculum,"Hours:, 3 classroom + 0 lab/studio","['EDU 324', 'EDU 393']","['EDU 324', 'EDU 393']",Fall and spring,,
EDU 388,Elementary Field Experience I,"Hours:, 0 classroom + 4 lab/studio",['EDU 307'],"['EDU 302', 'EDU 314', 'EDS 322']",Fall and spring,Admission to the teacher education program; successful completion of EDU 307 .,"EDU 302 , EDU 314 , EDS 322 ."
EDU 389,Elementary Field Experience II,"Hours:, 0 classroom + 4 lab/studio",[],"['EDU 306', 'EDU 308', 'EDU 312', 'EDU 315']",Fall and spring,Successful completion of Elementary Practicum I.,"EDU 306 , EDU 308 , EDU 312 , and EDU 315 ."
EDU 391,Middle Grades Field Experience I,"Hours:, 0 classroom + 4 lab/studio","['EDU 309', 'EDU 334']","['EDU 304', 'EDU 344', 'EDS 323']",Fall and spring,successful completion of EDU 309  or EDU 334,"EDU 304 , EDU 344  and EDS 323 ."
EDU 393,Secondary Field Experience I,"Hours:, 0 classroom + 4 lab/studio",[],"['EDU 319', 'EDU 324']",Fall and spring,,
EDU 394,Middle Grades Field Experience II,"Hours:, 0 classroom + 4 lab/studio",['EDU 391'],"['EDU 318', 'EDU 343']",Fall and spring,EDU 391,EDU 318   and EDU 343
EDU 395,IECE Field Experience I,"Hours:, 0 classroom + 4 lab/studio",[],[],"Variable, check with department",Minimum 2.75 GPA.,
EDU 396,Secondary Field Experience II,"Hours:, 0 classroom + 4 lab/studio",[],['EDU 325'],Fall and spring,,
EDU 397,IECE Field Experience II,"Hours:, 0 classroom + 4 lab/studio",[],[],"Variable, check with department",Minimum 2.75 GPA.,
EDU 398,Non-certification Field Experience I,"Hours:, 0 classroom + 4 lab/studio",[],[],Spring only,Minimum GPA 2.75,
EDU 399,Independent Study  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
EDU 445,Introduction to Environmental Education,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,Junior standing.,
EDU 446,Strategies for Environmental Education,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,Junior standing.,
EDU 447,Outdoor Learning Environments,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,Junior standing.,
EDU 448,Teaching about Environmental Issues,"Hours:, 3 classroom + 0 lab/studio",[],[],Summer only,Junior standing.,
EDU 490,Non-certification Final Field Experience,"Hours:, 0 classroom + 6 lab/studio","['EDU 397', 'EDU 398']",[],Fall and spring,"Minimum 2.75 GPA; successful completion of EDU 397  and EDU 398 , senior standing.",
EDU 491,Clinical Experience in IECE,"Hours:, 0 classroom + 12 lab/studio","['EDU 395', 'EDU 397']",[],Fall and spring,,
EDU 492,Clinical Experience Elementary with Special Education,"Hours:, 0 classroom + 12 lab/studio",[],[],Fall and spring,,
EDU 493,Clinical Experience Middle Grades with Special Education,"Hours:, 0 classroom + 12 lab/studio",[],[],Fall and spring,,
EDU 494,Clinical Experience Elementary,"Hours:, 0 classroom + 12 lab/studio",[],[],Fall and spring,,
EDU 495,Clinical Experience Middle Grades,"Hours:, 0 classroom + 12 lab/studio",[],[],Fall and spring,,
EDU 496,Clinical Experience Secondary,"Hours:, 0 classroom + 12 lab/studio",[],[],Fall and spring,,
EDU 497,Clinical Experience Secondary with Special Education,"Hours:, 0 classroom + 12 lab/studio",[],[],Fall and spring,,
EDU 500,Core Principles of Early Childhood Edu,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
EDU 517,Teaching of Phonics in Elementary/Middle,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",For undergraduates: admission to teacher education program. For post-baccalaureate and graduate students: permission of instructor.,
EDU 522,The Mindful Helping Professional  (1-4 variable credits),"Hours:, 1-4 classroom + 0 lab/studio",[],[],Fall and spring,Junior standing.,
EDU 523,The Mindful Leader  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Fall and spring,,
EDU 525,Differentiated Literacy Instruction,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
EDU 530,Reading in Middle and Secondary Schools  (1.5-3 credits),"Hours:, 1.5-3 classroom + 0 lab/studio",[],[],Spring,,
EDU 534,Rural Leadership and Progress,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Junior standing or higher.,
EDU 535,Rural Field Implementation,"Hours:, 3 classroom + 0 lab/studio",['EDU 534'],[],"Variable, check with department",EDU 534 .,
EDU 540,Teaching the Underground Railroad,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check w/ department",,
EDU 544,Aquatic Ecology for Teachers,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
EDU 545,Fundamentals of Environmental Education,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Junior standing.,
EDU 546,Teaching Environmental Education,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check w/ department",Junior standing.,
EDU 547,Teaching and Learning in the Outdoors,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,Junior standing.,
EDU 548,Environmental Issues for Educators,"Hours:, 3 classroom + 0 lab/studio",[],[],Summer only,Junior standing.,
EDU 550,Current Trends in Early Childhood Education,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,,
EDU 551,Preschool Education and Programming,"Hours:, 3 classroom + 0 lab/studio",[],[],"Fall even year, Summer odd year",Admission to the teacher education program; EDS 360.,
EDU 552,Infant Toddler Education and Programming,"Hours:, 3 classroom + 0 lab/studio",[],[],"Fall-odd years, Summer-even years",,
EDU 554,Language Development and Emergent Literacy,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,,
EDU 565,EC Screening & Ongoing Assessment,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
EDU 566,Ongoing Assessment in Early Childhood Education,"Hours:, 3 classroom + 0 lab/studio",['EDS 562'],[],Spring only,,
EDU 567,Math and Science Exploration PreK,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
EDU 568,Administration and Supervision in Early Childhood Education,"Hours:, 3 classroom + 0 lab/studio",['EDS 360'],[],Spring only,Admission to teacher education program and EDS 360 .,
